6,6,7,7,8,8,9
1,1,2,2,3,3,4
2,2,3,3,4,4,5
1,1,2,2,3,3,4
2,2,3,3,4,4,5
6,6,7,7,8,8,9
1,1,2,2,3,3,4
1,1,2,2,3,3,4
2,2,3,3,4,4,5
1,1,?,?,3,3,4
6,6,7,7,8,8,9
2,2,3,3,4,4,5
2,2,3,3,4,4,5
2,2,3,3,4,4,5
1,1,2,2,3,3,4
?,2,3,3,4,4,5
1,1,2,2,3,3,4
?,2,3,3,4,4,5
2,2,3,3,4,4,5
6,6,7,7,8,8,9
?,2,3,3,4,?,?
1,1,2,2,3,3,4
6,6,7,7,8,8,9
2,2,3,3,4,4,5
6,6,7,7,8,8,9
1,1,2,2,3,3,4
1,1,2,2,3,3,4
2,2,3,3,4,4,5
1,1,2,2,3,3,4
2,2,3,3,4,4,5
6,6,7,7,8,8,9
6,6,7,7,8,8,9
1,1,2,2,3,3,4
2,2,3,3,4,4,5
?,2,3,3,4,?,?
2,2,3,3,4,4,5
1,1,2,2,3,3,4
2,2,3,3,4,4,5
2,2,3,3,4,4,5
6,6,7,7,8,8,9
1,1,?,2,3,3,4
6,6,7,7,8,8,9
1,1,?,2,3,3,4
6,6,7,7,8,8,9
?,2,3,3,4,4,5
1,1,?,2,3,3,4
1,1,2,2,3,3,4
2,2,3,3,4,4,5
1,1,2,2,3,3,4
2,2,3,3,4,4,5
1,1,2,2,3,3,4
6,6,7,7,8,8,9
6,6,7,7,8,8,9
1,1,2,2,3,3,4
6,6,7,7,8,8,9
2,2,3,3,4,4,5
6,6,7,7,8,8,9
6,6,7,7,8,8,9
1,1,?,2,3,3,4
2,2,3,3,4,4,5
1,1,2,2,3,3,4
1,1,2,2,3,3,4
6,6,7,7,8,8,9
1,1,2,2,3,3,4
6,6,7,7,8,8,9
6,6,7,7,8,8,9
1,1,2,2,3,3,4
6,6,7,7,8,8,9
6,6,7,7,8,8,9
6,6,7,7,8,8,9
?,2,3,3,4,4,5
6,6,7,7,8,8,9
1,1,2,2,3,3,4
1,1,?,?,?,3,4
1,1,?,?,?,3,4
1,1,2,2,3,3,4
1,1,2,2,3,3,4
1,1,2,2,3,3,4
6,6,7,7,8,8,9
6,6,7,7,8,8,9
1,1,2,2,3,3,4
?,2,3,3,4,4,5
6,6,7,7,8,8,9
6,6,7,7,8,8,9
?,2,3,3,4,4,5
1,1,2,2,3,3,4
6,6,7,7,8,8,9
?,2,3,3,4,4,?
2,2,3,3,4,4,5
2,2,3,3,4,4,5
6,6,7,7,8,8,9
1,1,?,2,3,3,4
6,6,7,7,8,8,9
?,2,3,3,4,?,?
1,1,2,2,3,3,4
6,6,7,7,8,8,9
?,2,3,3,4,?,?
1,1,?,2,3,3,4
1,1,?,?,?,3,4
2,2,3,3,4,4,5
1,1,?,?,?,3,4
1,1,2,2,3,3,4
?,2,3,3,4,4,5
1,1,2,2,3,3,4
2,2,3,3,4,4,5
?,2,3,3,4,4,?
6,6,7,7,8,8,9
?,2,3,3,4,4,?
6,6,7,7,8,8,9
1,1,2,2,3,3,4
6,6,7,7,8,8,9
2,2,3,3,4,4,5
1,1,2,2,3,3,4
1,1,?,2,3,3,4
1,1,?,2,3,3,4
6,6,7,7,8,8,9
1,1,?,2,3,3,4
6,6,7,7,8,8,9
6,6,7,7,8,8,9
2,2,3,3,4,4,5
6,6,7,7,8,8,9
6,6,7,7,8,8,9
6,6,7,7,8,8,9
6,6,7,7,8,8,9
6,6,7,7,8,8,9
2,2,3,3,4,4,5
6,6,7,7,8,8,9
6,6,7,7,8,8,9
2,2,3,3,4,4,5
6,6,7,7,8,8,9
2,2,3,3,4,4,5
1,1,?,?,3,3,4
?,2,3,3,4,4,5
?,2,3,3,4,4,?
2,2,3,3,4,4,5
1,1,?,?,3,3,4
2,2,3,3,4,4,5
1,1,2,2,3,3,4
2,2,3,3,4,4,5
2,2,3,3,4,4,5
6,6,7,7,8,8,9
6,6,7,7,8,8,9
?,2,3,3,4,4,5
6,6,7,7,8,8,9
2,2,3,3,4,4,5
?,2,3,3,4,4,?
2,2,3,3,4,4,5
1,1,2,2,3,3,4
?,2,3,3,4,4,?
1,1,?,?,?,3,4
6,6,7,7,8,8,9
6,6,7,7,8,8,9
6,6,7,7,8,8,9
1,1,?,2,3,3,4
6,6,7,7,8,8,9
1,1,?,?,3,3,4
1,1,2,2,3,3,4
1,1,2,2,3,3,4
1,1,?,?,3,3,4
6,6,7,7,8,8,9
2,2,3,3,4,4,5
1,1,?,?,?,3,4
?,2,3,3,4,4,5
1,1,2,2,3,3,4
6,6,7,7,8,8,9
1,1,2,2,3,3,4
?,2,3,3,4,4,?
1,1,?,2,3,3,4
6,6,7,7,8,8,9
6,6,7,7,8,8,9
2,2,3,3,4,4,5
1,1,2,2,3,3,4
2,2,3,3,4,4,5
6,6,7,7,8,8,9
1,1,2,2,3,3,4
2,2,3,3,4,4,5
6,6,7,7,8,8,9
6,6,7,7,8,8,9
6,6,7,7,8,8,9
2,2,3,3,4,4,5
1,1,?,2,3,3,4
?,2,3,3,4,?,?
2,2,3,3,4,4,5
?,2,3,3,4,4,5
1,1,2,2,3,3,4
?,2,3,3,4,4,5
1,1,2,2,3,3,4
1,1,2,2,3,3,4
1,1,2,2,3,3,4
1,1,?,?,3,3,4
1,1,2,2,3,3,4
1,1,?,?,?,3,4
6,6,7,7,8,8,9
?,2,3,3,4,?,?
?,2,3,3,4,4,5
1,1,2,2,3,3,4
1,1,2,2,3,3,4
6,6,7,7,8,8,9
6,6,7,7,8,8,9
1,1,2,2,3,3,4
